check_id,result,evidence,owner,notes
RUN-013,PASS,junit:caos.tests.spec.test_runs_spec::test_replacing_an_invalid_artifact_relinks_the_succeeded_node; junit:caos.tests.spec.test_runs_spec::test_run_store_copies_one_provider_identity_through_run_artifact_snapshot_and_events; junit:caos.tests.spec.test_runs_spec::test_artifact_verifier_rejects_row_relocation_and_index_drift; junit:caos.tests.spec.test_runs_spec::test_complete_node_rejects_invalid_or_unbounded_artifact_payloads; junit:caos.tests.spec.test_runs_spec::test_reuse_relink_on_resume_revalidates_live_sources; junit:caos.tests.spec.test_runs_spec::test_placeholder_artifact_cannot_relink_after_restart_without_test_capability; junit:caos.tests.spec.test_runs_spec::test_artifact_read_revalidates_payload_provider_identity; junit:caos.tests.spec.test_runs_spec::test_recovery_rejects_changed_or_legacy_missing_agent_identity_before_provider_contact,retained suite - no action,"find_valid_artifact returns None when the stored digest, the provider identity or the fingerprint no longer verifies; invalid or unbounded payloads are refused at completion; a reuse relink re-checks live sources and fails on a withdrawal; a changed or missing agent identity is refused before provider contact."
RUN-014,PASS,junit:caos.tests.spec.test_runs_spec::test_worker_killed_mid_run_resumes_from_last_checkpoint_not_restart; junit:caos.tests.spec.test_simulations_spec::test_sim_030_a_restart_loop_during_active_work_recovers_idempotently_and_bounded; junit:caos.tests.spec.test_research_spec::test_brief_plan_and_approval_survive_restart_and_resume_only_the_approved_plan; junit:caos.tests.spec.test_research_spec::test_recovery_resumes_a_run_approved_before_the_crash; junit:caos.tests.spec.test_intake_spec::test_the_intake_and_its_run_survive_a_process_restart; artifact:gates/stack/stack-gates.txt,retained suite - no action,A fresh Engine over the same checkpoint database recovers and completes without re-executing finished modules; the research gate survives restart; on the built image a hard kill of app and worker was followed by health in 11 s with recovery.started over 6 runs and identical row counts before and after.
RUN-015,PASS,junit:caos.tests.spec.test_runs_spec::test_worker_killed_mid_run_resumes_from_last_checkpoint_not_restart; junit:caos.tests.spec.test_simulations_spec::test_sim_022_absent_checkpoint_recovers_from_domain_truth_without_re_executing_finished_modules; junit:caos.tests.spec.test_simulations_spec::test_sim_030_a_restart_loop_during_active_work_recovers_idempotently_and_bounded; junit:caos.tests.spec.test_runs_spec::test_crash_between_store_commit_and_checkpoint_write_yields_one_artifact_one_charge,retained suite - no action,"Execution count of every finished module stays 1 across a restart, across a restart loop of one kill per module, and even when the checkpoint file is absent."
RUN-016,PASS,junit:caos.tests.spec.test_runs_spec::test_event_log_is_per_run_monotonic_with_legacy_names_and_single_terminal; junit:caos.tests.spec.test_runs_spec::test_crash_between_store_commit_and_checkpoint_write_yields_one_artifact_one_charge; junit:caos.tests.spec.test_simulations_spec::test_sim_003_kill_during_the_provider_call_never_spends_again_on_resume; junit:caos.tests.spec.test_simulations_spec::test_sim_006_kill_during_final_validation_never_commits_success_twice_or_past_the_ceiling; junit:caos.tests.test_finalization_metering::test_within_budget_success_commit_lands_once_inside_the_deadline; junit:caos.tests.test_finalization_metering::test_success_commit_that_would_breach_the_ceiling_never_lands; junit:caos.tests.spec.test_runs_spec::test_a_terminal_failure_leaves_no_node_claiming_in_flight_work,retained suite - no action,run.succeeded appears exactly once; a failed resume ends with exactly [run.failed]; a dying final validation commits no success and the retry commits it once; a breaching commit never lands.
RUN-017,PASS,junit:caos.tests.spec.test_runs_spec::test_event_log_is_per_run_monotonic_with_legacy_names_and_single_terminal; junit:caos.tests.test_postgres_races::test_event_sequence_allocation_serializes_two_writers_on_one_run; junit:caos.tests.spec.test_simulations_spec::test_sim_027_a_wall_clock_jump_never_reorders_events_or_charges_time_twice; junit:caos.tests.spec.test_runs_spec::test_terminal_run_deletes_checkpoints_after_domain_audit_is_durable; junit:caos.tests.spec.test_http_contracts_spec::test_run_events_sse_tails_the_event_log_with_last_event_id_resume; junit:caos.tests.spec.test_misc_spec::test_unknown_and_foreign_runs_have_the_same_404_envelope_and_lookup_class; artifact:gates/sec-audit.txt,retained suite - no action,"Event ids are a per-run monotonic, gap-free seq allocated under the run-row lock on PostgreSQL, ordered by seq not by clock, durable past checkpoint deletion and resumable by id. Scope: the seq is per run and the run is case-bound; the events route resolves run -> case -> membership (same 404 for unknown and foreign runs; 59 routes x 9 actors, 0 failures)."
RUN-018,PASS,junit:caos.tests.spec.test_http_contracts_spec::test_run_events_sse_tails_the_event_log_with_last_event_id_resume; junit:caos.tests.spec.test_runs_spec::test_event_log_is_per_run_monotonic_with_legacy_names_and_single_terminal; junit:caos.tests.spec.test_misc_spec::test_concurrent_stream_slots_are_capped_and_always_returned,retained suite - no action,A reconnect with Last-Event-ID = the penultimate id receives exactly the final frame and nothing before it; a fully delivered terminal tail closes; events_after(last) is empty.
RUN-019,PASS,junit:caos.tests.spec.test_budget_spec::test_gate_wait_accrues_zero_active_time_while_compute_is_charged; junit:caos.tests.spec.test_observability_spec::test_the_gate_interrupt_is_logged_when_raised_and_when_resolved,retained suite - no action,An hour parked at the entry-gate interrupt under a fake clock accrues active_minutes == 0. Proven on the source-set gate; the Deep Research plan-approval wait is not separately asserted.
RUN-020,PASS,junit:caos.tests.test_finalization_metering::test_every_step_in_the_node_sequence_is_wrapped_by_the_timed_bracket; junit:caos.tests.test_finalization_metering::test_slow_render_is_charged_before_artifact_completion; junit:caos.tests.test_finalization_metering::test_throwing_host_operations_charge_active_time; junit:caos.tests.test_finalization_metering::test_slow_atomic_completion_crosses_ceiling_and_cannot_succeed; junit:caos.tests.test_finalization_metering::test_final_validation_is_charged_before_run_success; junit:caos.tests.spec.test_budget_spec::test_reconcile_commits_the_actual_usage_before_it_refuses_the_overage; junit:caos.tests.spec.test_budget_spec::test_actual_usage_overage_still_records_the_returned_response; junit:caos.tests.spec.test_budget_spec::test_max_tokens_truncation_fails_module_immediately_without_consuming_repair; junit:caos.tests.spec.test_budget_spec::test_malformed_or_zero_usage_is_output_invalid_with_reservation_unresolved; junit:caos.tests.spec.test_evidence_spec::test_an_unbounded_read_loop_is_stopped_by_the_run_evidence_read_ceiling; junit:caos.tests.spec.test_evidence_spec::test_ceiling_rejected_read_leaves_no_citation_expectation; junit:caos.tests.spec.test_injection_spec::test_document_cannot_buy_an_answer_with_no_supplied_evidence; junit:caos.tests.spec.test_simulations_spec::test_sim_004_kill_after_the_response_before_the_artifact_commit_yields_one_artifact,retained suite - no action,"Every loop step (count, create, evidence read, parse/validate, reuse validation, completion write, final verification) is inside a timed bracket; throwing host operations and slow validation are charged to active_minutes; actual provider usage is committed to tokens even when it breaches; a truncation never consumes the repair while a real repair does; evidence reads are charged to evidence_reads/bytes; a lost response is on the ledger exactly once."
RUN-021,PASS,junit:caos.tests.spec.test_budget_spec::test_no_provider_call_without_a_successful_reservation; junit:caos.tests.spec.test_budget_spec::test_each_ceiling_refuses_the_next_operation_before_overspend; junit:caos.tests.test_postgres_races::test_budget_reserve_race_has_one_reservation_and_one_typed_refusal; junit:caos.tests.test_postgres_races::test_budget_charge_race_refuses_the_ceiling_before_overspend; junit:caos.tests.spec.test_limits_spec::test_manifest_above_the_ceiling_fails_the_run_typed_with_no_provider_call; junit:caos.tests.spec.test_budget_spec::test_provider_concurrency_denial_is_typed_and_reserves_nothing,retained suite - no action,A failed reservation ends the run AGENT_BUDGET_EXCEEDED with zero provider requests; each of the six dimensions refuses the next operation with used <= limit; two PostgreSQL writers get one reservation and one typed refusal.
RUN-022,PASS,junit:caos.tests.spec.test_budget_spec::test_unresolved_inflight_reservation_fails_closed_on_resume_without_respend; junit:caos.tests.spec.test_simulations_spec::test_sim_003_kill_during_the_provider_call_never_spends_again_on_resume; junit:caos.tests.test_postgres_races::test_budget_reconcile_race_applies_the_true_up_exactly_once,retained suite - no action,A persisted in-flight digest with unknown spend fails the resumed run AGENT_BUDGET_EXCEEDED with the provider call count unchanged and the digest retained as the record of the unknown.
RUN-023,PASS,junit:caos.tests.spec.test_limits_spec::test_active_job_ceiling_refuses_the_twenty_first_before_any_reservation; junit:caos.tests.spec.test_runs_spec::test_admission_ceiling_is_derived_and_capacity_returns_on_completion; junit:caos.tests.spec.test_limits_spec::test_stream_ceiling_at_and_above_is_per_subject_and_returned; junit:caos.tests.spec.test_limits_spec::test_preview_ceiling_at_and_above_is_per_subject_and_returned; junit:caos.tests.spec.test_evidence_spec::test_an_unbounded_read_loop_is_stopped_by_the_run_evidence_read_ceiling; junit:caos.tests.spec.test_evidence_spec::test_module_delivers_at_most_the_canonical_reference_limit; junit:caos.tests.spec.test_budget_spec::test_timeout_retry_must_be_byte_identical_and_single; junit:caos.tests.spec.test_simulations_spec::test_sim_024_provider_failures_end_typed_sanitized_and_bounded; junit:caos.tests.test_runtime_calculations::test_incomplete_calculation_may_be_retried_once_as_the_module_repair; junit:caos.tests.spec.test_injection_spec::test_document_cannot_buy_an_answer_with_no_supplied_evidence; junit:caos.tests.spec.test_budget_spec::test_each_ceiling_refuses_the_next_operation_before_overspend; junit:caos.tests.spec.test_budget_spec::test_registry_output_caps_literal; junit:caos.tests.spec.test_runs_spec::test_complete_node_rejects_invalid_or_unbounded_artifact_payloads; junit:caos.tests.spec.test_budget_spec::test_attempt_recorder_allowlist_truncation_and_asymmetric_caps; junit:caos.tests.test_finalization_metering::test_success_commit_that_would_breach_the_ceiling_never_lands; artifact:gates/stack/capacity-limits.json,retained suite - no action,"Active jobs (20, in-process and over HTTP with ADMISSION_BUSY), streams (4) and previews (2) per subject, tool calls (evidence reads per module and per run, refs per module), retry (one byte-identical timeout retry then AGENT_PROVIDER_TIMEOUT), repair (one), tokens (input/output ceilings, per-module output caps, truncation), artifact size/shape and active time are each refused at/above their ceiling. The 32 MiB request ceiling is Caddy's and was NOT_EXERCISED over HTTP (no --edge-url)."
RUN-024,OPEN,junit:caos.tests.spec.test_runs_spec::test_run_pinned_to_immutable_source_set_and_upgrade_links_origin; junit:caos.tests.spec.test_misc_spec::test_read_only_member_cannot_upgrade_a_run; junit:caos.tests.spec.test_runs_spec::test_case_reader_cannot_start_or_upgrade_and_outsiders_see_nothing,engine owner (Engine.upgrade) with the decision owner,"Proven: an explicit upgrade of an accepted screen run creates a new full run carrying upgraded_from_run_id, and readers/outsiders cannot upgrade. Not proven: 'after validated output' is not enforced - Engine.upgrade starts a full run for any run id without checking the origin's status or acceptance, and no retained test asserts an unvalidated (failed, running or unaccepted) screen run is refused for upgrade."
RUN-025,OPEN,junit:caos.tests.spec.test_runs_spec::test_run_pinned_to_immutable_source_set_and_upgrade_links_origin,engine test owner (spec/test_runs_spec.py),"Engine.upgrade only reads the origin run (case, pathway) and starts a new run; no retained test asserts the origin screen run's plan, plan_digest, status, events, artifacts and accepted snapshot are byte-identical before and after the upgrade."
RUN-026,PASS,junit:caos.tests.spec.test_runs_spec::test_snapshot_rejects_forged_succeeded_run; junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_source_content_changed_without_a_new_source_set; junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_corrupted_uploaded_source_bytes; junit:caos.tests.spec.test_runs_spec::test_non_mapping_artifact_payload_fails_closed_at_finalization_and_acceptance; junit:caos.tests.spec.test_runs_spec::test_snapshot_acceptance_refuses_when_cp5_reports_blocked; junit:caos.tests.spec.test_runs_spec::test_acceptance_refuses_a_source_withdrawn_after_run_completion; junit:caos.tests.spec.test_runs_spec::test_a_legacy_succeeded_agent_run_cannot_gain_new_acceptance_authority; junit:caos.tests.spec.test_runs_spec::test_succeeded_placeholder_run_cannot_be_newly_accepted_after_restart; junit:caos.tests.test_finalization_metering::test_success_commit_that_would_breach_the_ceiling_never_lands; junit:caos.tests.spec.test_source_complete_modelling_spec::test_an_overlay_effect_is_rebuilt_from_the_records_it_names_and_refuses_a_forged_one; junit:caos.tests.test_host_control_provider::test_host_control_provider_completes_an_ordinary_run_that_can_be_accepted,retained suite - no action,"Acceptance re-verifies every artifact digest, payload shape, QA status, provider identity, calculation records, the pinned source content and the vault bytes, and refuses a failed, forged, blocked, withdrawn or legacy-identity run (RUN_NOT_READY / SOURCE_SET_CHANGED / AGENT_AUTHORITY_MISMATCH)."
RUN-027,PASS,junit:caos.tests.spec.test_runs_spec::test_acceptance_rolls_back_snapshot_both_pointers_and_audit_as_one_unit; junit:caos.tests.spec.test_runs_spec::test_acceptance_is_idempotent_and_updates_case_and_run_together; junit:caos.tests.test_postgres_races::test_snapshot_acceptance_race_moves_the_case_and_run_pointers_once; junit:caos.tests.spec.test_runs_spec::test_run_store_copies_one_provider_identity_through_run_artifact_snapshot_and_events,retained suite - no action,"An injected failure on the snapshot.accepted audit leaves no snapshot, both pointers null and no audit row; the retry accepts once; two PostgreSQL connections move the case and run pointers once with SNAPSHOT_AUTHORITY_CHANGED for the loser; the snapshot digest is content-addressed."
RUN-028,PASS,junit:caos.tests.spec.test_runs_spec::test_acceptance_is_idempotent_and_updates_case_and_run_together; junit:caos.tests.test_postgres_races::test_disconnect_after_an_acknowledged_write_is_resolved_by_idempotent_retry; junit:caos.tests.test_postgres_races::test_snapshot_acceptance_race_moves_the_case_and_run_pointers_once,retained suite - no action,A second accept returns the same snapshot id and the case pointer is unchanged; a retry after a dropped connection resolves to the committed snapshot (typed RUN_NOT_READY with the snapshot in place).
RUN-029,PASS,junit:caos.tests.spec.test_misc_spec::test_newer_accepted_run_sets_switch_required_until_explicit_switch; junit:caos.tests.spec.test_http_contracts_spec::test_snapshot_diff_entries_are_module_id_and_digest_only,retained suite - no action,"With an older visible snapshot and a newer accepted one, snapshot_view reports switch_required = True until an explicit switch_visible to the newer snapshot; the diff wire shape is pinned."
RUN-030,PASS,junit:caos.tests.spec.test_runs_spec::test_replay_from_same_pinned_sources_and_build_is_equivalent_by_the_same_path; junit:caos.tests.spec.test_research_spec::test_replay_from_the_same_pins_and_brief_proposes_the_same_plan_by_the_same_path; junit:caos.tests.spec.test_state_spec::test_single_time_authority_survives_a_day_boundary; junit:caos.tests.test_methodology_execution::test_static_allowlist_and_credit_metrics_execute_with_exact_digests; junit:caos.tests.test_bundle::test_plan_digest_pins_source_set_identity,retained suite - no action,"Two runs from the same pins and build share plan_digest and path; every payload key except the run-identity chain (artifact_identity, lineage) is byte-equal - evidence_refs, provenance, authority, methodology, confidence and any calculation records the payload carries - and the markdown is byte-equal (stricter than the canonical-contract comparison AUD-019 allows); calculator records reproduce exact input/output digests. Weak point: the replay test runs FULL_CREDIT at screen depth under the scripted spec provider; no retained full-depth host-control replay compares two runs' calculation-record digests."
