check_id,result,evidence,owner,notes
SRC-017,OPEN,junit:caos.tests.test_source_ingestion::test_over_wide_line_is_split_into_bounded_blocks_rather_than_refused; junit:caos.tests.test_source_ingestion::test_large_document_keeps_block_count_inside_the_run_manifest_ceiling; junit:caos.tests.spec.test_loan_universe_spec::test_visible_rows_map_with_source_units_and_locators_while_hidden_sheets_never_appear; junit:caos.tests.spec.test_loan_universe_spec::test_duplicate_rows_collapse_and_preserve_every_locator,decision owner (new candidate),"Proven: line, line-range and line-part locators for text-shaped sources; {sheet, row} locators for the loan-universe importer, preserved through duplicate collapse. Not preserved by the extractor: PDF page locators (pages are joined with newlines and packed by line), XLSX sheet/row/cell locators on general sources (the '[sheet:name]' marker is a text line, the locator is a line number), clause locators; slides are not a supported type. No retained test asserts page, cell or clause locators."
SRC-018,PASS,junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_source_content_changed_without_a_new_source_set; junit:caos.tests.spec.test_source_complete_modelling_spec::test_corrupting_a_bound_source_revokes_the_model_before_any_use; junit:caos.tests.spec.test_loan_universe_spec::test_identical_workbook_bytes_yield_identical_universe_digest; junit:caos.tests.spec.test_loan_universe_spec::test_import_rejects_vault_bytes_that_do_not_match_the_source_digest; junit:caos.tests.spec.test_loan_universe_spec::test_cp3_artifact_binds_the_pinned_normalized_loan_universe; junit:caos.tests.spec.test_evidence_spec::test_returned_rows_carry_provenance_and_the_delivered_set_is_the_citation_contract,,Blocks live on the source row keyed to its sha256 and any drift between stored blocks and the pinned digest is refused at acceptance and at model readiness; the normalized loan universe is a deterministic digest of the workbook bytes and is refused when vault bytes no longer match the source digest; delivered evidence rows carry source provenance.
SRC-019,PASS,junit:caos.tests.test_source_ingestion::test_duplicate_active_content_rejected_and_withdrawal_reopens; junit:caos.tests.test_postgres_races::test_duplicate_upload_race_admits_one_active_source_and_one_set_version; junit:caos.tests.spec.test_loan_universe_spec::test_new_import_supersedes_the_prior_active_and_keeps_exactly_one_active; junit:caos.tests.spec.test_intake_spec::test_exact_duplicates_within_a_pack_collapse_without_losing_the_name,,Identical active bytes are 409 until withdrawal; two concurrent identical uploads on independent PostgreSQL connections admit one active source and one set version; the loan universe keeps exactly one ACTIVE representation per case; in-pack duplicates collapse to one source id.
SRC-020,OPEN,junit:caos.tests.spec.test_intake_spec::test_amendments_stay_separately_active_and_linked_to_the_base_agreement; junit:caos.tests.spec.test_intake_spec::test_host_classification_selects_each_pathway_from_the_documents_alone[covenant_refinancing],decision owner (new candidate),"Proven: a credit agreement and its amendment are both admitted 'used' in one set and the amendment is classified document_type 'amendment' / version_status 'amendment'. Not proven: no link to the base agreement is asserted or carried on the wire (DOCUMENT_KEYS has no base/link field despite the test name), and waivers and supplements have no fixture."
SRC-021,PASS,junit:caos.tests.spec.test_intake_spec::test_exact_duplicates_within_a_pack_collapse_without_losing_the_name; junit:caos.tests.spec.test_intake_spec::test_redropping_the_pack_with_one_new_file_admits_only_what_is_new; junit:caos.tests.spec.test_loan_universe_spec::test_duplicate_rows_collapse_and_preserve_every_locator; junit:caos.tests.spec.test_loan_universe_spec::test_bloomberg_alias_reconciles_a_missing_figi_before_duplicate_collapse,,"The duplicate manifest row keeps its own filename and shares the original's source id (one source, both names); re-dropped members read 'duplicate' against the existing rows; workbook duplicates collapse to one instrument carrying every sheet/row locator."
SRC-022,PASS,junit:caos.tests.spec.test_intake_spec::test_conflicting_duplicate_filenames_are_refused_with_structured_findings; junit:caos.tests.spec.test_loan_universe_spec::test_conflicting_duplicates_and_identifier_mappings_reject_the_candidate; junit:caos.tests.spec.test_loan_universe_spec::test_invalid_import_returns_structured_findings_and_preserves_prior_active_universe; junit:caos.tests.spec.test_http_contracts_spec::test_distinct_duplicate_note_promotion_is_a_structured_source_conflict; junit:caos.tests.spec.test_source_complete_modelling_spec::test_a_conflicting_document_refuses_the_whole_pack_and_admits_nothing,,Same filename with different bytes is INTAKE_SOURCE_CONFLICT with one finding per file and nothing admitted; conflicting workbook duplicates and identifier mappings are RV_DUPLICATE_CONFLICT / RV_ID_CONFLICT findings that reject the candidate and preserve the prior active universe.
SRC-023,PASS,junit:caos.tests.test_source_ingestion::test_duplicate_active_content_rejected_and_withdrawal_reopens; junit:caos.tests.test_store::test_promotion_after_withdrawal_mints_new_identity_without_resurrection; junit:caos.tests.test_postgres_races::test_upload_and_withdrawal_interleave_yield_monotonic_history_under_both_orders[a]; junit:caos.tests.test_postgres_races::test_upload_and_withdrawal_interleave_yield_monotonic_history_under_both_orders[b],,After withdrawal (set v2) the same bytes are admitted as a new source id at set v3 whose membership is only the new id; promotion after withdrawal mints a new identity rather than resurrecting the old row; interleavings on two PostgreSQL connections keep the version history monotonic.
SRC-024,OPEN,junit:caos.tests.test_source_ingestion::test_ingestion_rolls_back_atomically_when_persistence_fails; junit:caos.tests.spec.test_simulations_spec::test_sim_023_disk_full_during_the_vault_write_leaves_no_source_and_no_partial_file; junit:caos.tests.test_store::test_promotion_rolls_back_atomically_on_downstream_failure; junit:caos.tests.spec.test_intake_spec::test_one_refused_file_refuses_the_whole_pack_and_admits_nothing[bad_file0-422],decision owner (new candidate),"Proven: a failing audit write rolls back the source row, the source-set version and every audit row; a vault write that hits ENOSPC leaves no partial or complete file and no row; a refused pack admits nothing. Not met as written: when the store step fails after a successful vault write, the content-addressed vault blob is kept by design (Task 8 report: 'a blob without a row is not a source') and no test asserts its removal, so 'vault bytes' are not rolled back in that ordering."
SRC-025,PASS,junit:caos.tests.spec.test_runs_spec::test_acceptance_rejects_corrupted_uploaded_source_bytes; junit:caos.tests.test_source_ingestion::test_existing_source_vault_corruption_is_never_reused_or_read; junit:caos.tests.spec.test_loan_universe_spec::test_import_rejects_vault_bytes_that_do_not_match_the_source_digest; junit:caos.tests.spec.test_source_complete_modelling_spec::test_corrupting_a_bound_source_revokes_the_model_before_any_use; junit:caos.tests.spec.test_runs_spec::test_reuse_relink_on_resume_revalidates_live_sources,,"Engine._verify_source_vault re-hashes every pinned source's vault bytes at the gate node (pin) and again in _validated_plan_artifacts (acceptance), refusing AGENT_AUTHORITY_MISMATCH on mismatch; read_source_bytes refuses SOURCE_BYTES_INTEGRITY_MISMATCH; the loan import re-hashes before activation; model readiness refuses tampered stored blocks. Weak point: read_evidence serves stored blocks rather than re-reading vault bytes, so per-read re-hashing is indirect (block drift is caught by the digest checks above)."
SRC-026,PASS,junit:caos.tests.spec.test_injection_spec::test_cross_case_source_named_by_the_document_is_refused; junit:caos.tests.spec.test_evidence_spec::test_read_outside_pinned_source_set_fails_closed; junit:caos.tests.spec.test_loan_universe_spec::test_loan_universe_api_is_case_scoped_and_reader_safe; junit:caos.tests.spec.test_intake_spec::test_the_intake_route_is_a_writer_action_and_a_case_member_boundary; artifact:gates/sec-audit.txt,,A read of another case's source id is AGENT_AUTHORITY_MISMATCH with no foreign text delivered even when the model obeys the document; importing another case's workbook is 404; intake into a foreign case is 404; the route audit drove 20 cross-case id probes with 0 failures.
SRC-027,PASS,junit:caos.tests.test_source_ingestion::test_public_source_reads_hide_storage_private_fields; junit:caos.tests.spec.test_http_contracts_spec::test_withdrawn_source_detail_remains_retrievable_with_strict_public_shape; junit:caos.tests.spec.test_http_contracts_spec::test_source_response_validates_upload_and_stored_shapes; junit:caos.tests.spec.test_http_contracts_spec::test_representative_response_payloads_preserve_exact_key_sets[source]; junit:caos.tests.spec.test_simulations_spec::test_sim_010_database_unavailable_before_a_write_is_typed_and_leaves_no_partial_file; junit:caos.tests.test_provider_identity::test_adapter_identities_are_truthful_immutable_and_do_not_leak_keys,,"vault_path/withdrawn_at never appear on upload, list or detail; the source wire is the exact pinned key set on a strict model; DB driver text (host, statement) never reaches the wire; provider adapter identity leaks no key. Scanner outage detail is the fixed string 'malware scanner unavailable' with no host/port (sim_028)."
SRC-028,PASS,junit:caos.tests.spec.test_intake_spec::test_document_instructions_are_inert_evidence_and_cannot_select_the_route; junit:caos.tests.spec.test_injection_spec::test_web_discovery_instruction_cannot_reach_a_second_tool; junit:caos.tests.spec.test_injection_spec::test_a_forged_host_contract_inside_a_document_never_becomes_system_authority; junit:caos.tests.spec.test_injection_spec::test_every_forbidden_authority_key_the_document_names_is_refused; junit:caos.tests.spec.test_injection_spec::test_smuggled_envelope_fields_are_refused_not_ignored; junit:caos.tests.spec.test_injection_spec::test_document_cannot_buy_an_answer_with_no_supplied_evidence; junit:caos.tests.spec.test_loan_universe_spec::test_unsafe_package_parts_reject_before_workbook_parsing,,A document instructing the host to change route/issuer is admitted 'used' with no effect on the route and its text never reaches the route reason; web-discovery and forged-contract instructions obeyed by the provider double are refused at the host; forbidden authority keys and smuggled envelope fields are refused; macro/active workbook parts are refused outright rather than executed.
SRC-029,PASS,junit:caos.tests.spec.test_state_spec::test_case_and_note_text_is_boundary_validated_at_the_api_contract; junit:caos.tests.spec.test_state_spec::test_deliverable_narrative_text_is_nfc_normalized_before_it_is_digested,,"Two spellings of one issuer (NFD/NFC) store as one; U+0958 (expands under NFC) proves normalization runs before the 160-char bound (80 -> 160 stored, 160 -> 422); narrative text is NFC before the revision digest. Scope: applies to pinned analyst strings (case identity, notes, focus questions, deliverable blocks, loan-workbook cells); source document text itself is stored as extracted (recorded non-finding in SPEC_RECONCILIATION)."
SRC-030,PASS,junit:caos.tests.spec.test_state_spec::test_unicode_boundary_rejects_unencodable_pinned_strings[issuer \ud800 name]; junit:caos.tests.spec.test_state_spec::test_unicode_boundary_rejects_unencodable_pinned_strings[nul\x00byte]; junit:caos.tests.spec.test_state_spec::test_case_and_note_text_is_boundary_validated_at_the_api_contract; junit:caos.tests.spec.test_state_spec::test_focus_questions_reject_surrogates_at_the_api_contract; junit:caos.tests.spec.test_state_spec::test_bidi_override_characters_are_refused_but_rtl_text_is_not; junit:caos.tests.spec.test_state_spec::test_deliverable_block_text_is_boundary_validated[narrative text-control \x00 byte]; junit:caos.tests.test_source_ingestion::test_non_utf8_text_sources_are_rejected[bad.txt],,Lone surrogate and NUL refused by validate_boundary_text; \u0007 in case name and note body is 422 over HTTP; a lone surrogate in a focus question is 422 and not echoed; all nine bidi embedding/override/isolate controls are refused while Arabic/Hebrew text with directional marks passes; control bytes in deliverable blocks and citations are refused; invalid UTF-8 byte strings in text sources are refused at ingestion.
